City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
228,Keti Bandar,PK,2021-04-05 04:51:26,24.1447,67.4497,85.17,58,0,15.95,clear sky
229,Zhigansk,RU,2021-04-05 04:51:26,66.7697,123.3711,-1.39,82,100,6.64,overcast clouds
230,Belaya Gora,RU,2021-04-05 04:51:27,68.5333,146.4167,10.22,81,100,8.72,overcast clouds
231,Luanda,AO,2021-04-05 04:47:21,-8.8368,13.2343,77.0,88,40,2.3,scattered clouds
232,Catalao,BR,2021-04-05 04:51:25,-18.1658,-47.9464,67.32,84,96,4.36,overcast clouds
233,Praia,CV,2021-04-05 04:51:27,14.9215,-23.5087,77.0,27,0,20.71,clear sky
234,Thompson,CA,2021-04-05 04:51:27,55.7435,-97.8558,37.4,38,90,4.61,overcast clouds
235,Toamasina,MG,2021-04-05 04:51:28,-18.1667,49.3833,77.0,83,20,4.61,few clouds
236,George,ZA,2021-04-05 04:51:28,-33.963,22.4617,62.6,100,90,5.75,light rain
237,Giubega,RO,2021-04-05 04:51:28,44.1167,23.4167,41.0,93,90,5.75,overcast clouds
238,Nome,US,2021-04-05 04:51:28,64.5011,-165.4064,3.2,60,1,10.36,clear sky
239,Sur,OM,2021-04-05 04:51:29,22.5667,59.5289,89.44,36,5,2.73,clear sky
240,Araouane,ML,2021-04-05 04:51:29,18.9048,-3.5265,78.08,8,96,4.07,overcast clouds
241,Lashio,MM,2021-04-05 04:51:29,22.9333,97.75,88.39,23,91,1.68,overcast clouds
242,Alto Araguaia,BR,2021-04-05 04:51:29,-17.3147,-53.2153,69.98,60,68,4.32,broken clouds
243,Provideniya,RU,2021-04-05 04:51:30,64.3833,-173.3,8.6,61,0,2.24,clear sky
244,Conceicao Do Araguaia,BR,2021-04-05 04:51:30,-8.2578,-49.2647,74.61,88,88,2.86,overcast clouds
245,Villamontes,BO,2021-04-05 04:51:30,-21.25,-63.5,68.25,94,99,3.4,overcast clouds
246,Sechura,PE,2021-04-05 04:51:31,-5.5569,-80.8222,75.38,64,67,8.43,broken clouds
247,Dajal,PK,2021-04-05 04:51:31,29.5577,70.3762,88.11,14,85,25.52,overcast clouds
248,Norman Wells,CA,2021-04-05 04:51:31,65.282,-126.8329,30.2,47,75,4.61,broken clouds
249,Tatawin,TN,2021-04-05 04:51:31,32.9297,10.4518,55.58,91,80,18.86,broken clouds
250,Lunglei,IN,2021-04-05 04:51:32,22.8833,92.7333,91.89,11,54,4.18,broken clouds
251,Saint-Philippe,RE,2021-04-05 04:51:32,-21.3585,55.7679,86.0,70,20,5.75,few clouds
252,Adrar,MR,2021-04-05 04:51:32,20.5022,-10.0711,72.3,13,10,10.71,clear sky
253,Yeppoon,AU,2021-04-05 04:51:32,-23.1333,150.7333,77.0,83,75,6.91,light rain
254,High Level,CA,2021-04-05 04:51:33,58.5169,-117.136,32.0,59,75,2.66,broken clouds
255,California City,US,2021-04-05 04:51:33,35.1258,-117.9859,71.01,27,1,24.16,clear sky
256,Alta Floresta,BR,2021-04-05 04:51:33,-9.8756,-56.0861,72.23,94,100,2.33,overcast clouds
257,Marsh Harbour,BS,2021-04-05 04:51:33,26.5412,-77.0636,67.91,52,27,11.97,scattered clouds
258,Ambon,ID,2021-04-05 04:51:34,-3.6954,128.1814,91.4,58,40,5.75,scattered clouds
259,Ust-Ilimsk,RU,2021-04-05 04:51:34,58.0006,102.6619,33.98,85,100,3.91,overcast clouds
260,Brae,GB,2021-04-05 04:51:34,60.3964,-1.353,28.4,80,75,29.93,light snow
261,Port Macquarie,AU,2021-04-05 04:48:24,-31.4333,152.9167,77.0,68,100,1.01,overcast clouds
262,Airai,TL,2021-04-05 04:51:34,-8.9266,125.4092,67.08,78,100,3.89,overcast clouds
263,Andra,RU,2021-04-05 04:51:35,62.5147,65.8878,32.49,99,100,3.65,light snow
264,Udachnyy,RU,2021-04-05 04:51:35,66.4167,112.4,2.57,79,87,10.6,overcast clouds
265,Vestmanna,FO,2021-04-05 04:51:35,62.1564,-7.1664,28.4,74,75,47.18,light snow
266,Sosnovo-Ozerskoye,RU,2021-04-05 04:51:35,52.5249,111.5418,36.37,31,90,18.63,overcast clouds
267,Coahuayana,MX,2021-04-05 04:51:36,18.7333,-103.6833,70.57,78,32,2.82,scattered clouds
268,Anadyr,RU,2021-04-05 04:51:36,64.75,177.4833,0.0,71,0,3.65,clear sky
269,Tupelo,US,2021-04-05 04:51:36,34.2576,-88.7034,53.6,71,1,3.44,clear sky
270,Mount Gambier,AU,2021-04-05 04:51:36,-37.8333,140.7667,68.0,45,2,12.66,clear sky
271,Pokhara,NP,2021-04-05 04:51:37,28.2333,83.9833,85.01,6,1,7.96,clear sky
272,San Policarpo,PH,2021-04-05 04:51:37,12.1791,125.5072,83.64,62,93,10.45,overcast clouds
273,Yaan,NG,2021-04-05 04:51:37,7.3833,8.5667,79.25,75,18,7.14,few clouds
274,Tocopilla,CL,2021-04-05 04:51:37,-22.092,-70.1979,69.62,71,96,5.75,overcast clouds
275,Puerto Del Rosario,ES,2021-04-05 04:51:38,28.5004,-13.8627,62.6,67,0,8.05,clear sky
276,Roebourne,AU,2021-04-05 04:51:38,-20.7833,117.1333,95.29,22,16,11.45,few clouds
277,Itarema,BR,2021-04-05 04:51:38,-2.9248,-39.9167,76.62,86,74,9.31,broken clouds
278,Manta,EC,2021-04-05 04:51:38,-0.95,-80.7333,78.8,78,75,3.44,light rain
279,Murgab,TM,2021-04-05 04:51:39,37.4966,61.9714,55.4,50,75,6.91,broken clouds
280,Alice Springs,AU,2021-04-05 04:51:39,-23.7,133.8833,89.01,28,0,11.5,clear sky
281,Leningradskiy,RU,2021-04-05 04:51:39,69.3833,178.4167,5.63,91,100,2.37,overcast clouds
282,Jalu,LY,2021-04-05 04:51:39,29.0331,21.5482,64.8,13,49,12.57,scattered clouds
283,Namatanai,PG,2021-04-05 04:51:40,-3.6667,152.4333,83.16,73,73,2.33,light rain
284,Kem,RU,2021-04-05 04:51:40,64.9555,34.5793,34.32,83,100,16.26,overcast clouds
285,Megion,RU,2021-04-05 04:51:40,61.0296,76.1136,39.2,52,0,13.42,clear sky
286,Leh,IN,2021-04-05 04:51:41,34.1667,77.5833,38.43,64,97,6.17,overcast clouds
287,General Roca,AR,2021-04-05 04:51:41,-39.0333,-67.5833,75.2,60,0,9.28,clear sky
288,Bonavista,CA,2021-04-05 04:51:41,48.6499,-53.1147,37.4,100,100,4.61,overcast clouds
289,Wilkie,CA,2021-04-05 04:51:41,52.4168,-108.7014,39.2,70,1,16.11,clear sky
290,Altay,CN,2021-04-05 04:51:42,47.8667,88.1167,50.05,52,3,1.3,clear sky
291,Ilovlya,RU,2021-04-05 04:51:42,49.3033,43.9796,37.4,93,90,15.66,light rain
292,Tiznit,MA,2021-04-05 04:51:42,29.5833,-9.5,53.29,90,45,1.52,scattered clouds
293,La Asuncion,VE,2021-04-05 04:47:13,11.0333,-63.8628,78.8,83,62,13.8,broken clouds
294,Morehead,US,2021-04-05 04:51:42,37.2711,-87.1764,54.0,66,1,6.13,clear sky
295,Pemba,MZ,2021-04-05 04:51:43,-12.974,40.5178,77.0,94,75,10.36,broken clouds
296,Ngunguru,NZ,2021-04-05 04:50:09,-35.6167,174.5,71.01,65,73,3.0,broken clouds
297,Faya,SA,2021-04-05 04:51:43,18.3851,42.4509,62.6,55,7,4.61,clear sky
298,Burgeo,CA,2021-04-05 04:51:43,47.6167,-57.6152,44.67,91,100,29.82,overcast clouds
299,Paamiut,GL,2021-04-05 04:51:43,61.994,-49.6678,34.99,89,100,10.98,overcast clouds
300,Santiago,CL,2021-04-05 04:50:02,-33.4569,-70.6483,62.01,87,0,10.36,clear sky
301,Saint-Georges,GD,2021-04-05 04:51:44,12.0564,-61.7485,78.8,78,20,16.11,few clouds
302,Bage,BR,2021-04-05 04:51:44,-31.3314,-54.1069,66.2,88,0,11.5,clear sky
303,La Libertad,EC,2021-04-05 04:51:44,-2.2333,-80.9,74.95,83,97,5.64,light rain
304,Lardos,GR,2021-04-05 04:51:45,36.0942,28.0157,62.6,88,40,19.57,scattered clouds
305,Aguimes,ES,2021-04-05 04:51:45,27.9054,-15.4461,64.0,67,20,6.91,few clouds
306,Abha,SA,2021-04-05 04:51:45,18.2164,42.5053,62.6,55,5,4.61,clear sky
307,Manaure,CO,2021-04-05 04:51:45,11.7751,-72.4445,78.42,74,51,10.04,broken clouds
308,Goya,AR,2021-04-05 04:51:46,-29.14,-59.2626,68.36,76,1,3.96,clear sky
309,Longyearbyen,SJ,2021-04-05 04:51:46,78.2186,15.6401,21.2,63,40,29.93,scattered clouds
310,Drezdenko,PL,2021-04-05 04:49:58,52.8383,15.8308,41.0,80,96,8.01,overcast clouds
311,Maneadero,MX,2021-04-05 04:51:46,31.7167,-116.5667,60.01,88,14,5.64,few clouds
312,Waw,SS,2021-04-05 04:51:46,7.7029,27.9953,79.48,22,93,2.73,overcast clouds
313,Puerto Baquerizo Moreno,EC,2021-04-05 04:51:47,-0.9,-89.6,76.53,85,18,3.27,few clouds
314,Rognan,NO,2021-04-05 04:51:47,67.0953,15.3878,32.0,86,75,11.5,light snow
315,Sorland,NO,2021-04-05 04:51:47,67.667,12.6934,36.57,60,76,21.09,broken clouds
316,Bauchi,NG,2021-04-05 04:51:48,10.5,10.0,70.39,18,23,4.76,few clouds
317,Kiama,AU,2021-04-05 04:51:48,-34.6833,150.8667,75.99,78,75,13.8,broken clouds
318,Ostrovnoy,RU,2021-04-05 04:51:48,68.0531,39.5131,33.89,93,99,16.62,overcast clouds
319,Saint-Joseph,RE,2021-04-05 04:51:48,-21.3667,55.6167,84.2,70,20,5.75,few clouds
320,Makinsk,KZ,2021-04-05 04:51:49,52.6292,70.4169,33.93,98,100,6.49,light rain
321,Yerbogachen,RU,2021-04-05 04:51:49,61.2767,108.0108,12.31,68,17,0.98,few clouds
322,Lasa,IT,2021-04-05 04:51:49,46.6166,10.7002,37.0,80,0,3.44,clear sky
323,College,US,2021-04-05 04:51:49,64.8569,-147.8028,26.6,74,90,18.41,light snow
324,Ust-Nera,RU,2021-04-05 04:51:50,64.5667,143.2,13.66,74,100,7.29,overcast clouds
325,Muroto,JP,2021-04-05 04:51:50,33.2833,134.15,62.6,48,20,27.63,few clouds
326,Santa Cruz,BO,2021-04-05 04:51:50,-17.8,-63.1667,73.4,94,75,2.3,broken clouds
327,Fairbanks,US,2021-04-05 04:50:02,64.8378,-147.7164,26.6,86,75,16.11,light snow
328,Ivanovka,KG,2021-04-05 04:51:51,42.8878,75.085,48.2,81,90,6.71,overcast clouds
329,Teruel,ES,2021-04-05 04:51:51,40.6667,-0.6667,44.6,93,0,4.61,clear sky
330,Jumla,NP,2021-04-05 04:51:51,29.2747,82.1838,66.02,13,2,5.91,clear sky
331,Nusaybin,TR,2021-04-05 04:51:51,37.0778,41.2178,44.6,81,40,2.3,scattered clouds
332,Dharchula,IN,2021-04-05 04:51:52,29.85,80.5333,80.92,10,0,6.71,clear sky
333,Chapais,CA,2021-04-05 04:51:52,49.7834,-74.8492,28.4,74,1,8.05,clear sky
334,Tolaga Bay,NZ,2021-04-05 04:50:09,-38.3667,178.3,69.57,57,62,8.97,broken clouds
335,Tarakan,ID,2021-04-05 04:51:52,3.3,117.6333,83.88,67,70,7.83,broken clouds
336,Sitka,US,2021-04-05 04:51:52,57.0531,-135.33,39.2,93,90,10.36,light rain
337,Pontiac,US,2021-04-05 04:51:53,42.6389,-83.2911,52.0,40,90,5.75,overcast clouds
338,Zhezkazgan,KZ,2021-04-05 04:51:53,47.8043,67.7144,36.55,97,100,15.59,overcast clouds
339,Grand Junction,US,2021-04-05 04:51:53,39.0639,-108.5507,61.0,14,1,5.75,clear sky
340,Letlhakane,BW,2021-04-05 04:51:53,-21.4167,25.5833,64.24,76,0,5.3,clear sky
341,Korsakov,RU,2021-04-05 04:51:54,46.6328,142.7813,44.6,36,1,13.42,clear sky
342,Xai-Xai,MZ,2021-04-05 04:51:54,-25.0519,33.6442,69.49,77,0,1.34,clear sky
343,Bondo,CD,2021-04-05 04:51:54,3.8146,23.6866,72.43,81,36,2.42,scattered clouds
344,Kieta,PG,2021-04-05 04:51:55,-6.2167,155.6333,81.86,81,100,4.65,moderate rain
345,Groningen,NL,2021-04-05 04:51:55,53.25,6.75,42.01,93,75,18.41,light rain
346,Constantine,DZ,2021-04-05 04:51:55,36.365,6.6147,50.0,81,75,3.44,broken clouds
347,Kanniyakumari,IN,2021-04-05 04:51:55,8.0833,77.5667,87.71,59,63,7.38,broken clouds
348,Ermoupolis,GR,2021-04-05 04:51:02,37.4423,24.9425,63.0,67,20,6.91,few clouds
349,Hongjiang,CN,2021-04-05 04:51:56,27.11,109.9956,51.85,94,100,2.89,overcast clouds
350,Kalmunai,LK,2021-04-05 04:51:56,7.4167,81.8167,85.87,63,35,4.18,scattered clouds
351,Toora-Khem,RU,2021-04-05 04:51:56,52.4675,96.11,42.64,62,14,2.62,few clouds
352,Narsaq,GL,2021-04-05 04:51:56,60.9167,-46.05,35.6,87,90,1.14,fog
353,Kurumkan,RU,2021-04-05 04:51:57,54.3,110.3,36.82,46,74,9.26,broken clouds
354,Bosaso,SO,2021-04-05 04:48:09,11.2842,49.1816,78.8,89,0,3.44,clear sky
355,Broken Hill,AU,2021-04-05 04:51:57,-31.95,141.4333,84.2,24,0,14.97,clear sky
356,Luganville,VU,2021-04-05 04:51:57,-15.5333,167.1667,81.5,79,23,10.36,few clouds
357,Boende,CD,2021-04-05 04:50:17,-0.2167,20.8667,71.28,97,86,2.15,overcast clouds
358,Nador,MA,2021-04-05 04:51:57,35.174,-2.9287,55.4,88,75,2.3,broken clouds
359,Springdale,US,2021-04-05 04:51:58,36.1867,-94.1288,57.99,82,1,6.91,clear sky
360,Jadu,LY,2021-04-05 04:51:58,31.953,12.0261,52.54,91,60,8.75,broken clouds
361,Khasan,RU,2021-04-05 04:51:59,42.4308,130.6434,48.15,44,0,10.98,clear sky
362,Jinchang,CN,2021-04-05 04:51:59,38.4953,102.1739,61.39,20,0,13.38,clear sky
363,Chitral,PK,2021-04-05 04:51:59,35.8462,71.7858,49.86,95,99,3.74,overcast clouds
364,Stjordalshalsen,NO,2021-04-05 04:51:59,63.4681,10.9262,33.01,93,75,2.3,light snow
365,Bitung,ID,2021-04-05 04:52:00,1.4451,125.1824,89.6,55,20,9.22,few clouds
366,Tiksi,RU,2021-04-05 04:52:00,71.6872,128.8694,-3.75,91,69,2.73,broken clouds
367,Saint-Augustin,CA,2021-04-05 04:52:00,51.226,-58.6502,34.83,99,100,18.48,overcast clouds
368,Byron Bay,AU,2021-04-05 04:52:00,-28.65,153.6167,71.6,94,90,10.36,light rain
369,Vittoria,IT,2021-04-05 04:52:01,36.9537,14.5332,53.6,82,75,3.44,broken clouds
370,Sokoni,TZ,2021-04-05 04:52:01,-6.4333,39.55,77.0,94,20,9.22,light rain
371,Rosetta,EG,2021-04-05 04:52:01,31.4044,30.4164,57.2,67,0,2.3,clear sky
372,Satipo,PE,2021-04-05 04:52:02,-11.2522,-74.6386,67.77,98,76,2.04,broken clouds
373,Esperance,AU,2021-04-05 04:52:02,-33.8667,121.9,73.4,56,68,13.8,broken clouds
374,Baruun-Urt,MN,2021-04-05 04:52:02,46.6806,113.2792,49.51,27,2,8.99,clear sky
375,Vao,NC,2021-04-05 04:52:02,-22.6667,167.4833,76.06,69,48,19.71,scattered clouds
376,Oranjestad,AW,2021-04-05 04:52:03,12.524,-70.027,79.0,83,20,18.41,few clouds
377,Treinta Y Tres,UY,2021-04-05 04:47:13,-33.2333,-54.3833,64.35,95,11,11.56,few clouds
378,Izamal,MX,2021-04-05 04:52:03,20.9333,-89.0167,73.4,64,1,11.5,clear sky
379,Kirakira,SB,2021-04-05 04:52:03,-10.4544,161.9205,83.23,81,99,4.79,overcast clouds
380,Khilok,RU,2021-04-05 04:52:04,51.3674,110.4676,38.34,43,73,12.68,broken clouds
381,Kisangani,CD,2021-04-05 04:52:04,0.5167,25.2,73.4,100,40,4.61,scattered clouds
382,Perth,AU,2021-04-05 04:52:04,-31.9333,115.8333,80.01,57,20,8.05,few clouds
383,Talnakh,RU,2021-04-05 04:52:04,69.4865,88.3972,13.21,93,100,12.77,snow
384,Marzuq,YE,2021-04-05 04:52:05,14.4,46.4667,76.53,15,2,2.98,clear sky
385,Ouegoa,NC,2021-04-05 04:48:13,-20.35,164.4333,80.24,63,61,15.86,broken clouds
386,Chuy,UY,2021-04-05 04:51:11,-33.6971,-53.4616,66.97,89,1,9.82,clear sky
387,Kavaratti,IN,2021-04-05 04:52:05,10.5669,72.642,82.65,67,79,11.23,broken clouds
388,Port Blair,IN,2021-04-05 04:52:05,11.6667,92.75,85.57,64,9,9.26,clear sky
389,Whitehorse,CA,2021-04-05 04:52:06,60.7161,-135.0538,37.4,56,90,16.11,overcast clouds
390,Belmopan,BZ,2021-04-05 04:52:06,17.25,-88.7667,71.01,81,47,1.41,scattered clouds
391,Ratnagiri,IN,2021-04-05 04:52:06,16.9833,73.3,86.32,57,67,9.42,broken clouds
392,Dhar,IN,2021-04-05 04:52:06,22.6,75.3,82.4,39,0,6.91,haze
393,Bueno Brandao,BR,2021-04-05 04:52:07,-22.4408,-46.3508,54.86,91,56,4.76,broken clouds
394,Baykit,RU,2021-04-05 04:52:07,61.67,96.37,30.6,92,100,3.11,overcast clouds
395,Tazovskiy,RU,2021-04-05 04:52:07,67.4667,78.7,32.2,96,100,10.76,overcast clouds
396,Tommot,RU,2021-04-05 04:52:07,58.9564,126.2925,18.54,73,100,7.94,overcast clouds
397,Lagoa,PT,2021-04-05 04:52:08,39.05,-27.9833,59.41,85,26,14.83,scattered clouds
398,Roma,US,2021-04-05 04:50:01,43.2128,-75.4557,37.99,60,1,3.44,clear sky
399,Marienburg,PL,2021-04-05 04:52:08,54.0359,19.0266,41.0,77,78,19.42,light rain
400,Farah,AF,2021-04-05 04:52:08,32.5,62.5,61.05,21,0,6.24,clear sky
401,Korla,CN,2021-04-05 04:50:17,41.7597,86.1469,57.9,14,87,6.78,overcast clouds
402,Eston,CA,2021-04-05 04:52:09,51.1501,-108.7514,42.8,75,75,11.5,broken clouds
403,Ha Giang,VN,2021-04-05 04:52:09,22.8333,104.9833,71.35,98,100,3.06,overcast clouds
404,Svetlyy,RU,2021-04-05 04:52:09,54.675,20.1347,39.2,75,40,13.42,scattered clouds
405,Hofn,IS,2021-04-05 04:52:09,64.2539,-15.2082,18.39,59,3,21.5,clear sky
406,Parabel,RU,2021-04-05 04:52:10,58.6978,81.4825,36.54,81,100,9.28,overcast clouds
407,Llanes,ES,2021-04-05 04:52:10,43.4198,-4.7549,48.99,73,2,5.19,clear sky
408,Batagay,RU,2021-04-05 04:52:10,67.6333,134.6333,0.88,79,100,5.28,overcast clouds
409,Mnogovershinnyy,RU,2021-04-05 04:52:10,53.9353,139.9242,27.32,58,19,2.93,few clouds
410,La Seyne-Sur-Mer,FR,2021-04-05 04:52:11,43.0982,5.8847,53.01,89,2,3.0,clear sky
411,Sampang,ID,2021-04-05 04:52:11,-7.1872,113.2394,89.6,58,20,6.91,few clouds
412,Iwanai,JP,2021-04-05 04:52:11,42.9744,140.5089,46.26,43,0,6.93,clear sky
413,Haines Junction,CA,2021-04-05 04:52:11,60.7522,-137.5108,39.2,48,100,6.91,overcast clouds
414,Mehriz,IR,2021-04-05 04:52:12,31.5917,54.4318,57.2,19,0,6.91,clear sky
415,Yendi,GH,2021-04-05 04:52:12,9.4427,-0.0099,85.14,58,99,6.51,overcast clouds
416,Roald,NO,2021-04-05 04:52:12,62.5833,6.1333,37.4,60,75,18.41,light snow
417,Taltal,CL,2021-04-05 04:48:13,-25.4,-70.4833,64.33,82,1,3.8,clear sky
418,Biak,ID,2021-04-05 04:52:13,-0.9131,122.8766,86.04,65,77,2.55,broken clouds
419,Pella,RU,2021-04-05 04:52:13,59.7775,30.8181,37.99,70,75,8.95,broken clouds
420,Waingapu,ID,2021-04-05 04:52:13,-9.6567,120.2641,74.89,84,100,15.37,heavy intensity rain
421,Cehegin,ES,2021-04-05 04:52:13,38.0924,-1.7985,55.0,93,46,0.43,scattered clouds
422,Andenes,NO,2021-04-05 04:52:14,69.3143,16.1194,32.0,80,68,18.41,broken clouds
423,Cidreira,BR,2021-04-05 04:52:14,-30.1811,-50.2056,71.69,79,2,17.13,clear sky
424,Tevaitoa,PF,2021-04-05 04:52:14,-16.7833,-151.5,82.51,75,16,15.95,few clouds
425,Gazanjyk,TM,2021-04-05 04:52:14,39.2446,55.5154,61.27,38,0,12.21,clear sky
426,Mahon,ES,2021-04-05 04:52:15,39.8885,4.2658,51.8,100,40,8.05,scattered clouds
427,Cockburn Town,TC,2021-04-05 04:52:15,21.4612,-71.1419,73.35,73,100,22.59,overcast clouds
428,Grand Gaube,MU,2021-04-05 04:52:15,-20.0064,57.6608,84.99,70,5,11.01,clear sky
429,Vysokogornyy,RU,2021-04-05 04:52:15,50.1167,139.15,35.67,67,61,3.74,broken clouds
430,Plettenberg Bay,ZA,2021-04-05 04:52:16,-34.0527,23.3716,63.55,96,100,11.18,light rain
431,Capim Grosso,BR,2021-04-05 04:52:16,-11.3811,-40.0128,68.65,92,27,5.41,scattered clouds
432,Lebu,CL,2021-04-05 04:48:12,-37.6167,-73.65,56.16,79,96,16.31,overcast clouds
433,Uromi,NG,2021-04-05 04:52:16,6.7,6.3333,73.26,92,17,4.25,few clouds
434,Ilo,PE,2021-04-05 04:52:17,-17.6394,-71.3375,70.03,84,100,9.33,overcast clouds
435,Alyangula,AU,2021-04-05 04:52:17,-13.8483,136.4192,86.41,47,50,9.28,scattered clouds
436,Goianesia,BR,2021-04-05 04:52:17,-15.3175,-49.1175,67.51,92,29,3.53,scattered clouds
437,Gunzenhausen,DE,2021-04-05 04:50:12,49.1,10.75,39.99,87,1,9.22,clear sky
438,Krasnyy Chikoy,RU,2021-04-05 04:52:17,50.3643,108.7512,42.08,49,82,9.73,broken clouds
439,Acari,PE,2021-04-05 04:52:18,-15.4311,-74.6158,72.61,86,45,3.13,scattered clouds
440,Belyy Yar,RU,2021-04-05 04:52:18,53.6039,91.3903,46.4,34,0,4.47,clear sky
441,Ayr,GB,2021-04-05 04:52:18,55.4627,-4.6339,35.6,55,20,14.97,few clouds
442,Baracoa,CU,2021-04-05 04:52:18,20.3467,-74.4958,72.03,80,99,13.06,overcast clouds
443,Solihull,GB,2021-04-05 04:47:52,52.4143,-1.7809,43.0,81,75,19.57,broken clouds
444,Bathsheba,BB,2021-04-05 04:52:19,13.2167,-59.5167,78.8,73,40,14.97,scattered clouds
445,Bilma,NE,2021-04-05 04:52:19,18.6853,12.9164,70.7,11,0,6.62,clear sky
446,Trinidad,BO,2021-04-05 04:52:19,-14.8333,-64.9,70.74,97,81,3.0,moderate rain
447,Gorom-Gorom,BF,2021-04-05 04:52:20,14.4439,-0.2361,78.22,8,0,8.37,clear sky
448,Wattegama,LK,2021-04-05 04:52:20,6.7989,81.4808,84.2,79,0,9.22,clear sky
449,Bashmakovo,RU,2021-04-05 04:52:20,53.2133,43.0342,35.35,78,62,3.44,broken clouds
450,Mount Isa,AU,2021-04-05 04:52:20,-20.7333,139.5,91.4,27,40,14.97,scattered clouds
451,Domoni,KM,2021-04-05 04:52:21,-12.2569,44.5319,82.0,81,98,8.97,light rain
452,Manicore,BR,2021-04-05 04:52:21,-5.8092,-61.3003,73.06,96,97,1.95,overcast clouds
453,Rodrigues Alves,BR,2021-04-05 04:52:21,-7.738,-72.6509,70.5,99,63,1.95,broken clouds
454,Okha,RU,2021-04-05 04:52:21,53.5739,142.9478,24.84,59,3,9.57,clear sky
455,Oktyabrskiy,RU,2021-04-05 04:50:18,54.4815,53.471,32.76,95,100,9.42,overcast clouds
456,Magalia,US,2021-04-05 04:52:22,39.8121,-121.5783,59.0,58,1,4.38,clear sky
457,Zaozhuang,CN,2021-04-05 04:52:22,34.8647,117.5542,62.83,25,86,9.71,overcast clouds
